date,away team id,home team id,result
2013-10-24,24,8,1,4,home win REG
2013-10-24,28,6,1,2,home win REG
2013-10-24,3,4,1,2,home win REG
2013-10-24,6,7,5,2,away win REG
2013-10-25,10,29,2,5,home win REG
2013-10-25,12,30,1,3,home win REG
2013-10-25,15,22,4,1,away win REG
2013-10-25,2,5,4,3,away win REG
2013-10-25,20,25,1,5,home win REG
2013-10-25,24,9,2,1,away win REG
2013-10-25,27,26,4,7,home win REG
2013-10-25,11,18,2,3,home win OT
2013-10-25,7,13,3,1,away win REG
2013-10-26,1,6,4,3,away win REG
2013-10-26,12,21,2,4,home win REG
2013-10-26,22,27,4,5,home win REG
2013-10-26,23,19,3,2,away win OT
2013-10-26,28,8,2,0,away win REG
2013-10-26,3,17,3,2,away win OT
2013-10-26,4,2,5,2,away win REG
2013-10-26,5,10,1,4,home win REG
2013-10-26,11,25,2,1,away win SO
2013-10-26,7,14,2,3,home win REG
2013-10-27,14,13,4,3,away win SO
2013-10-27,15,20,2,5,home win REG
2013-10-27,19,18,6,1,away win REG
2013-10-27,24,29,4,3,away win REG
2013-10-27,28,9,5,2,away win REG
2013-10-27,30,16,5,3,away win REG
2013-10-28,22,26,1,2,home win SO
2013-10-28,25,7,4,3,away win REG
2013-10-28,5,12,3,1,away win REG
2013-10-28,11,21,2,3,home win REG
2013-10-28,8,3,2,0,away win REG
2013-10-29,14,1,1,2,home win REG
2013-10-29,15,23,2,3,home win REG
2013-10-29,16,30,5,1,away win REG
2013-10-29,24,4,3,2,away win REG
2013-10-29,25,8,1,2,home win REG
2013-10-29,3,2,3,2,away win REG
2013-10-30,10,22,4,0,away win REG
2013-10-30,26,27,1,3,home win REG
2013-10-30,11,19,2,3,home win REG
2013-10-30,9,16,5,6,home win REG
2013-10-31,10,20,4,2,away win REG
2013-10-31,17,23,2,1,away win REG
2013-10-31,24,6,2,3,home win SO
2013-10-31,28,26,3,4,home win OT
2013-10-31,6,5,2,3,home win REG
2013-10-31,7,3,0,2,home win REG
